Title,Title_URL,Image,arow,asizemini,aoffscreen,arow2,acolumn,Field1,Text,Text1,Field2
"Lenovo Legion LOQ AI-Powered Gaming Laptop - Intel Core i7-13650HX, 15.6"" FHD IPS 144Hz Display, GeForce RTX 5050, 16GB Memory, 1TB Storage, G-Sync, Luna Grey",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxMDM2NjU2NzcwMzIwNDU2OjE3ODk4MTk4ODc6c3BfYnRmOjMwMTIzMDcxMjQ4MDYwMjo6MDo6&url=%2FLenovo-Legion-AI-Powered-Gaming-Laptop%2Fdp%2FB0FY77GFRN%2Fref%3Dsr_1_37_sspa%3Fcrid%3D3LC9VL11Q1Y6Z%26dib%3DeyJ2IjoiMSJ9.ugoRDgk6CPUHAO-vuB2wI78pO390UDdb6RIU-aabDt5oU4otZYiGUnN6i_3bTOJjtcS38F6V6MAp5orniGxaedyNOGAYlDK7d99c9ucqP2kacaNCFHiHGfY9UEeOjwzul9iF8cSC9UucU8Gs5GLNy7FQ0V8OzIpdhNU--RElP62tW8GL2hHkxWv1CovRPUE2ikPC0MLd9pFvg58mnuxLOGLRhpXKRp64sVad5ICo7pE.-xmc_AxVrBglQX_RvSgqSLCabFYrz8FXomxgbbeGO4o%26dib_tag%3Dse%26keywords%3Dgaming%2Blaptops%26qid%3D1789819887%26sprefix%3D%252Caps%252C392%26sr%3D8-37-spons%26xpid%3DMMcXVFo9VX50C%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/813oYBqM4GL._AC_UY218_.jpg,4.3,(108),"PKR 422,689.10","PKR 22,426.23 delivery Tue, Sep 29","Tue, Sep 29",,,,
"Lenovo Legion 5i – Gaming Laptop - Intel® Core™ i7-14700HX - 15"" 2.5K WQXGA PureSight OLED Display–165Hz Refresh Rate–NVIDIA® GeForce RTX™ 5070 – 16 GB Memory – 1 TB Storage – 3 Months of PC GamePass",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxMDM2NjU2NzcwMzIwNDU2OjE3ODk4MTk4ODc6c3BfYnRmOjMwMTIyOTg3NDYxMjEwMjo6MDo6&url=%2FLenovo-Legion-i7-14700HX-Display-165Hz-Rate-NVIDIA%25C2%25AE%2Fdp%2FB0F6NRYPPG%2Fref%3Dsr_1_38_sspa%3Fcrid%3D3LC9VL11Q1Y6Z%26dib%3DeyJ2IjoiMSJ9.ugoRDgk6CPUHAO-vuB2wI78pO390UDdb6RIU-aabDt5oU4otZYiGUnN6i_3bTOJjtcS38F6V6MAp5orniGxaedyNOGAYlDK7d99c9ucqP2kacaNCFHiHGfY9UEeOjwzul9iF8cSC9UucU8Gs5GLNy7FQ0V8OzIpdhNU--RElP62tW8GL2hHkxWv1CovRPUE2ikPC0MLd9pFvg58mnuxLOGLRhpXKRp64sVad5ICo7pE.-xmc_AxVrBglQX_RvSgqSLCabFYrz8FXomxgbbeGO4o%26dib_tag%3Dse%26keywords%3Dgaming%2Blaptops%26qid%3D1789819887%26sprefix%3D%252Caps%252C392%26sr%3D8-38-spons%26xpid%3DMMcXVFo9VX50C%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,https://m.media-amazon.com/images/I/81fcgC6vlsL._AC_UY218_.jpg,4.3,(97),"PKR 527,821.58","PKR 21,112.42 delivery Tue, Sep 29","Tue, Sep 29",,,,
,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToxODI5NDQwODUwMjE2MDg4OjE3ODk4MTk4ODc6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDEyMjk4NzQ2MTIxMDI6OjA6Og&url=%2FLenovo-Legion-i7-14700HX-Display-165Hz-Rate-NVIDIA%25C2%25AE%2Fdp%2FB0F6NRYPPG%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.265ca31e-ac46-48b3-bd6c-07361db7a8ba%253Aamzn1.sym.265ca31e-ac46-48b3-bd6c-07361db7a8ba%26crid%3D3LC9VL11Q1Y6Z%26cv_ct_cx%3Dgaming%2Blaptops%26keywords%3Dgaming%2Blaptops%26pd_rd_i%3DB0F6NRYPPG%26pd_rd_r%3Da7b5e169-358b-45a7-9b16-1af917f71ab6%26pd_rd_w%3DU7lOp%26pd_rd_wg%3DMGfGM%26pf_rd_p%3D265ca31e-ac46-48b3-bd6c-07361db7a8ba%26pf_rd_r%3DWWP4F11RP569E3J953MC%26qid%3D1789819887%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3D%252Caps%252C392%26sr%3D1-17-4c3ee5d8-c4ea-4c3c-8cf4-b8be2ae560c7-spons%26xpid%3DMMcXVFo9VX50C%26aref%3DzOVuCtIHuO%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWNfYnRm%26psc%3D1&aref=zOVuCtIHuO,,4.3,(97),"PKR 527,821.58","PKR 21,112.42 delivery Tue, Sep 29","Tue, Sep 29","PKR221,737.23",,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Lenovo Legion Pro 7i 16"" WQXGA 240Hz Gaming Laptop, Intel Core Ultra 9 275HX, GeForce RTX 5080 GDDR7, 32GB DDR5, 2TB Storage (1TB PCIe SSD&1TB Docking Station), Backlit Keyboard, Win 11 Pro, Black",https://www.amazon.com/Lenovo-Legion-GeForce-Storage-Keyboard/dp/B0GT4P1FJQ/ref=sr_1_33?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-33&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/81S0LvFnm3L._AC_UY218_.jpg,,,5 capacities,,,,,,"Lenovo
Lenovo Legion
16 inches
Black
1 TB
Others
32 GB
Windows 11 Pro
Backlit Keyboard, Numeric Keypad
Dedicated"
"ASUS ROG Strix G18 Gaming Laptop, Intel 24-Core Ultra 9 275HX, GeForce RTX 5070TI, 18-inch 2.5K WQXGA 240Hz/3ms Nebula Display, 64GB RAM + 4TB SSD, Windows 11 Pro, 4-zone RGB Backlit Keyboard, Wi-Fi 7",https://www.amazon.com/ASUS-ROG-Strix-Gaming-Laptop/dp/B0H83864P7/ref=sr_1_34?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-34&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71rLl9bWhDL._AC_UY218_.jpg,5.0,(3),,,,,,,"ASUS
ASUS ROG Strix G18
18 inches
Gray
4 TB
Intel Core Ultra 9
64 GB
Windows 11 Pro
Backlit Keyboard, Webcam
Dedicated"
"msi Crosshair A16 HX 16” QHD+ 240Hz Gaming Laptop – AMD Ryzen 9 8940HX, NVIDIA GeForce RTX 5060, 16GB DDR5, 1TB NVMe SSD, Wi-Fi 6E, USB-C, Windows 11 D8WFKG-090US",https://www.amazon.com/msi-Crosshair-240Hz-Gaming-Laptop/dp/B0FRB5KC3P/ref=sr_1_35?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-35&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/713DKBgz+2L._AC_UY218_.jpg,3.9,(39),"PKR 442,368.53","PKR 24,859.83 delivery Oct 5 - 19",Oct 5 - 19,,,,"msi
Crosshair A16 HX D8WFKG-090US
16 inches
Gray
1 TB
Ryzen 9
16 GB
Windows 11 Home
Backlit Keyboard, Fingerprint Reader
RTX 5060"
,,,,,,,,,,,
,,,,,,,,,,,
"HP OMEN Max 240Hz Ryzen AI 9 HX 375 RTX 5080 Gaming Laptop | 64GB DDR5, 2TB",https://www.amazon.com/OMEN-240Hz-Ryzen-Gaming-Laptop/dp/B0HD1N6Q8D/ref=sr_1_36?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-36&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71gSDDRM-nL._AC_UY218_.jpg,4.4,(10),,,,,,,"PCONLINE
TPN-I144
16 inches
Black
2 TB
AMD R Series
64 GB
Windows 11 Home
Backlit Keyboard, Numeric Keypad
Dedicated"
"Lenovo LOQ 15.6"" Full HD Gaming Laptop, AMD Ryzen 5 7235HS, 16GB Memory, NVIDIA GeForce RTX 4050, 512GB SSD, Luna Grey",https://www.amazon.com/Lenovo-Gaming-Laptop-7235HS-GeForce/dp/B0G4KNVTSW/ref=sr_1_37?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-37&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71IkLx9qnfL._AC_UY218_.jpg,4.3,(17),,,,,,,"Lenovo
83JC00LYUS
15.6 inches
Luna Grey
512 GB
Ryzen 5
16 GB
Windows 11 Home
Ray Tracing Technology
Dedicated"
"NIMO 17.3 FHD AI Gaming Laptop, AMD R7 8745HS 16GB DDR5 1TB SSD Radeon 780M",https://www.amazon.com/NIMO-Gaming-Laptop-Multitasking-Creators-Streaming/dp/B0G51XXS3M/ref=sr_1_38?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-38&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/710yZlOeFdL._AC_UY218_.jpg,4.3,(345),,,,,,,"NIMO
NIMO N177
17.3 inches
Black
1024 GB
AMD Ryzen 7
16 GB
Windows 11
Backlit Keyboard, Fingerprint Reader, HD Audio, Numeric Keypad
Integrated"
"ASUS ROG Strix SCAR 18 (2025) Gaming Laptop, 18” ROG Nebula HDR 16:10 2.5K 240Hz/3ms, NVIDIA GeForce RTX 5090, Intel Core Ultra 9 275HX, 32GB DDR5, 2TB PCIe Gen 4 SSD, Wi-Fi 7, Win 11 Pro, G835LX-XS97",https://www.amazon.com/ASUS-Strix-Gaming-Laptop-Nebula/dp/B0DW1WX8H2/ref=sr_1_39?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-39&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71GhOCogx0L._AC_UY218_.jpg,3.8,(43),"PKR 1,247,284.73","PKR 31,165.56 delivery Tue, Sep 29","Tue, Sep 29",,,,"ASUS
ROG Strix SCAR 18
18 inches
Black
2 TB
Intel Core Ultra 9
32 GB
Windows 11 Pro
AniMe Vision, ROG Intelligent Cooling, ROG Nebula HDR Display, Tool-Less Access
Dedicated"
"GIGABYTE AERO X16 - AMD Ryzen AI 7 350 GeForce RTX 5070 16"" Laptop",https://www.amazon.com/GIGABYTE-AERO-X16-Copilot-2560x1600/dp/B0FDMM46TT/ref=sr_1_40?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-40&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/61PSSdK76zL._AC_UY218_.jpg,4.0,(25),2 capacities,"PKR 22,841.99 delivery Tue, Sep 29","Tue, Sep 29","PKR582,064.73",,,"GIGABYTE
AERO X16 1WH93USC64DH
16 inches
Space Gray
1000 GB
Ryzen AI
32 GB
Windows 11 Home
16"" 16:10 IPS WQXGA (2560×1600) 165Hz, 3ms, sRGB 100%, 400nits (typical), 16GB*2 DDR5 5600MHz, 1TB PCIe Gen4 NVMe™ M.2 SSD, AMD Ryzen™ Al 7 350, NVIDIA® GeForce RTX™ 5070 Laptop GPU
16"" 16:10 IPS WQXGA (2560×1600) 165Hz, 3ms, sRGB 100%, 400nits (typical), 16GB*2 DDR5 5600MHz, 1TB PCIe Gen4 NVMe™ M.2 SSD, AMD Ryzen™ Al 7 350, N… 
Dedicated"
"HP Omen Max 16"" 240Hz 5080 Ryzen AI 9 HX 375 Gaming Laptop, 32GB + 2TB",https://www.amazon.com/Omen-240Hz-Ryzen-Gaming-Laptop/dp/B0H8743TPD/ref=sr_1_41?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-41&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71LCuV7TX6L._AC_UY218_.jpg,5.0,(2),,,,,,,"PCONLINE
TPN-I144
16 inches
Black
2 TB
AMD R Series
32 GB
Windows 11 Home
Backlit Keyboard, Numeric Keypad
Dedicated"
"Lenovo LOQ AMD Ryzen 7 170 RTX 4050 Gaming Laptop, 32GB DDR5 | 1TB SSD",https://www.amazon.com/Lenovo-LOQ-Ryzen-Gaming-Laptop/dp/B0HF42KMMX/ref=sr_1_42?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-42&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71k95VzlzkL._AC_UY218_.jpg,5.0,(9),,,,,,,"Lenovo
Windows 11 Home
AMD R Series
3.2 GHz
Dedicated
GeForce RTX 4050
1 TB
Gaming
15.6 inches
32 GB"
"NIMO 17.3"" FHD IPS Gaming Laptop, AMD Ryzen 7 Computer (Up to 4.75 GHz, Beat i7-12650H) with 16GB DDR5 RAM 1TB SSD Radeon 680M GPU 2-Yr Warranty 180° View Multifuntional for Business Creator Student",https://www.amazon.com/NIMO-Computer-i7-12650H-Warranty-Multifuntional/dp/B0H6WM7JVZ/ref=sr_1_43?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-43&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71+TjAUtzQL._AC_UY218_.jpg,4.7,(31),,,,,,,"NIMO
NIMO N179
17.3 inches
Blue
1024 GB
AMD Ryzen 7
16 GB
Windows 11
Backlit Keyboard, Fingerprint Reader, HD Audio, Numeric Keypad
Integrated"
"HP Victus Gaming 15 Laptop: 15.6"" FHD 144Hz Display • Intel 8-Core i5-13420H • NVIDIA GeForce RTX 3050 • 8 GB DDR4 SDRAM • 512 GB NVMe SSD • Win11 Home • Wi-Fi 6 • Backlit Keyboard (Renewed)",https://www.amazon.com/HP-Victus-Gaming-Laptop-i5-13420H/dp/B0G3BDRQY7/ref=sr_1_44?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-44&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71piyyXO1pL._AC_UY218_.jpg,4.8,(11),,,,,,,"HP
15-FA200
15.6 inches
Mica Silver
512 GB
Core i5 Family
8 GB
Windows 11 Home
Anti Glare Coating, Backlit Keyboard, HD Audio, Numeric Keypad
Dedicated"
"ASUS ROG Strix G16 (2025) Gaming Laptop, 16” FHD+ 16:10 165Hz/3ms, NVIDIA® GeForce RTX™ 5050, Intel® Core™ i5-13450HX, 16GB DDR5-5600, 1TB PCIe Gen 4 SSD, Wi-Fi 7, Windows 11 Home, G615JH-DS54",https://www.amazon.com/ASUS-ROG-Strix-Gaming-Laptop/dp/B0FFJ16XQ9/ref=sr_1_45?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-45&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/61LlFyN+B3L._AC_UY218_.jpg,4.6,(58),"PKR 374,183.48","PKR 26,021.19 delivery Sep 28 - Oct 2",Sep 28 - Oct 2,,,,"ASUS
Strix G16
16 inches
Eclipse Gray
1 TB
Core i5
16 GB
Windows 11 Home
Dedicated
4.6 GHz"
"15.6 inch Laptop, Laptops with Celeron N4000, 2025 Gaming Laptop for 8GB LPDDR4 256GB SSD, IPS FHD 1920x1080, WiFi+BT4.2+Mini HDMI+TF Card Slot, Traditional Laptops Computers Convertible 180° Netbook",https://www.amazon.com/256GB-1920x1080-Traditional-Computers-Convertible/dp/B0GY39CQ5Z/ref=sr_1_46?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.n3cPJO3eToUpiiGQhSJpq1DgrcJQuDiB0lcqnXl3oK9Igynm3aoo5uUlYf3QXvYjlxofPhc5Ij-VN4HYFs6GN_y1BNGzHBA7pvHsBex6APE0RdpZryji9OuEJac6A2dgimh1Ivfg831Tn3hwVWflk-VBoJL4p2-YjarS0FSOOqVj6S8VLZTKd2GUpfD7n8-RcZxGc_D2khQBfuo8cX45U18VQCPm_0FxLC7z6BPzQmw.QsC7ZWgqPHRR_7XjhcBJY6kfvY52rUBOAISBfpejyo4&dib_tag=se&keywords=gaming+laptops&qid=1789819977&sprefix=%2Caps%2C392&sr=8-46&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/711rNCNDeBL._AC_UY218_.jpg,3.9,(61),"PKR 66,519.23","PKR 17,916.59 delivery Tue, Sep 29","Tue, Sep 29",,,,"Tunhail
UL153
15.6 inches
Black
256 GB
Celeron N4000
8 GB
WIN
Numeric Keypad
Integrated"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Acer Nitro V 16 AI Copilot+ PC Gaming Laptop | AMD Ryzen AI 5 340 Processor | NVIDIA GeForce RTX 5060 Laptop GPU | 16"" WUXGA IPS 180Hz Display | 16GB DDR5 | 512GB Gen 4 SSD | Wi-Fi 6E | ANV16-61-R2QY",https://www.amazon.com/acer-Copilot-Processor-GeForce-ANV16-61-R2QY/dp/B0FTGC4JT4/ref=sr_1_49?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-49&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71c4O3yIwfL._AC_UY218_.jpg,,,,,,,,,"Acer
Acer Nitro V 16 AI
16 inches
Black
512 GB
Ryzen AI 5
16 GB
Windows 11 Home
Backlit Keyboard, Memory Card Slot
Dedicated"
"Gaming laptop Core processor (up to 3.40GHz) 16GB RAM 512GB SSD,traditional laptop computers 15.6 Inch FHD Display 1920*1080,with WIFI BT 5.0 Lap top-For Students/Commuters/Business Professionals",https://www.amazon.com/processor-traditional-computers-Commuters-Professionals/dp/B0G6482YDW/ref=sr_1_50?crid=3LC9VL11Q1Y6Z&dib=eyJ2IjoiMSJ9.IzCRMK29fcmFw9XuQ4yhl3H7VUIgI_nLILqZNTxU02S2A4igU5tVZ1mAC2liK8LTiAOOw8_HexSkhPWj88KFmpdjpsbXJfGKFAUOQuqPba22FTvaGg-Dp1XNLdaLJHBtnGgd6s7SsO6TF1YjInwpzyh-4dxGNg7I88kjBXNloiQqA3q1NPwrYUhJwIw9AJAxxgN6FoGcNNitc--qpQlfz0iKt91owt6KE6Azyzs_NBw.a0UvLC9HpKWQJVVL-AT38Rdtm3nC6Wg6IukFfcgvIrM&dib_tag=se&keywords=gaming+laptops&qid=1789820054&sprefix=%2Caps%2C392&sr=8-50&xpid=MMcXVFo9VX50C,https://m.media-amazon.com/images/I/71iX2hcAunL._AC_UY218_.jpg,3.8,(23),"PKR 85,921.48","PKR 17,916.59 delivery Tue, Sep 29","Tue, Sep 29",,,,"YOZISUAN
M3 8100Y
15.6 inches
Black and Silver
512 GB
Core m3-8100Y
16 GB
Windows 11 Pro
Privacy Camera, Portable, Memory Card Slot
Integrated"
